Gene	177_759_LV	177_759_RV	180_760_LV	180_760_RV	181_761_LV	181_761_RV	182_762_LV	248_770_LV	250_668_LV	250_668_RV	252_673_LV	253_674_LV	253_674_RV	257_783_LV	257_783_RV	264_796_LV	264_796_RV	626_692_LV	631_703_LV	631_703_RV	636_740_LV	636_740_RV	637_741_LV	637_741_RV	645_750_LV	645_750_RV	647_753_LV	647_753_RV
Gm5597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.608	0	0	0
Gm5600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5601	0	0	0	69.392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.839	0	0	0
Gm5602	12	4	2	8	17	5	3	2	10	4	5	3	6	12	2	5	7	3	2	8	2	3	4	13	1	2	4	3
Gm5607	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	1	0	0	0	0	0	0
Gm561	57	31	80	52	75	134	51	81	158	98	96	69	128	89	73	107	60	98	91	90	170	62	99	76	109	67	105	157
Gm5611	0	0	0	1.073	0	0	0	0	0	0	0	0	0	0	1.029	0	0	0	0	0	1.026	0	0	1.047	0	0	0	0
Gm5612	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1.003	0	0	0	0	0	0	0
Gm5614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.142	0	0	0	0	0	0
Gm5615	2	1	1	0	0	0	0	0	0	1	13	0	0	1	2	1	0	2	0	0	0	0	0	1	0	0	0	0
Gm5616	0	0	0	0	0	0	0	0	0	0	0	0	0	19.665	0	0	0	0	0	3.359	0	0	0	0	0	0	0	51.633
Gm5617	37	53	97	47	66	88	40	75	144	73	101	94	81	59	57	65	45	87	94	75	114	81	87	82	71	80	75	113
Gm5619	5.539	0	3.085	3.992	2.488	2.869	0	7.874	0	0	0	0	3.106	0	1.786	9.955	9.904	0	0	0	14.082	0	0	0	12.794	0	0	0
Gm5620	28.953	16.439	53.54	28.78	31.654	55.447	50.67	84.95	78.217	45.047	99.623	65.2	80.031	18.434	55.198	36.765	21.851	77.276	62.879	70.253	123.215	85.401	47.399	75.042	41.574	64.65	85.791	52
Gm5622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5633	0	0	9.4	1.224	5.796	1.336	12.669	0	1.242	19.272	4.141	15.33	11.548	10.565	10.863	0	0	7.388	5.693	0	9.775	0	8.652	7.302	8.162	0	7.468	5.577
Gm5634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5635	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5637	2.473	0	0	0	0	0	0	0	0	0	0	0	0	1.192	0	0	0	0	2.472	0	0	0	0	0	0	0	0	0
Gm5638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5639	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm5640	4	0	0	5	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Gm5641	1312.726	506.299	172.345	0	558.741	159.009	672.511	283.863	479.58	574.751	555.952	208.853	0	496.961	195.105	316.239	455.072	293.085	194.841	419.307	523.825	257.983	585.377	385.535	0	294.876	427.334	191.648
Gm5643	0	1.22	0	0	0	0	0	0	0	0	0	6.998	0	2.495	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5644	0	0	0	0	0	0	0	0	0	0	3.438	1.085	1.092	0	0	0	1.093	0	0	0	0	0	0	0	0	0	0	0
Gm5645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.123	0	0	0	0	0	0	0
Gm5652	2.163	0	0	2.018	1.007	0	0	0	4.045	0	0	0	3.864	0	1.007	0	0	0	0	2.02	2.258	1.514	1.008	2.112	0	0	0	1.007
Gm5656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5665	22.592	69.129	18.479	38.947	19.672	28.079	7.626	17.678	29.93	45.825	4.398	17.579	34.951	23.255	56.437	14.297	34.267	30.898	19.726	21.858	17.113	28.692	22.654	16.678	10.668	17.237	21.628	21.941
Gm5670	7	0	6	5	2	5	4	0	10	2	3	1	4	0	2	7	2	2	6	2	2	2	1	0	7	2	3	0
Gm5678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2.006	0	0	0	0	0	0	0	3	0
Gm568	3	1	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Gm5681	3	1	0	4	0	3	1	1	4	2	9	4	6	2	3	0	1	0	2	2	0	1	3	3	2	0	0	0
Gm5682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5687	1.025	4.624	5.477	7.027	5.215	0	1.029	2.058	5.175	0	0	0	4.12	5.188	8.394	7.267	6.162	0	0	3.064	3.063	3.081	3.086	5.164	3.08	4.191	4.13	0
Gm5689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Gm5692	6	9	0	4	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5696	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0
Gm5697	0	0	0	0	0	0	0	1.009	0	0	1.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5699	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	2	2	1	0
Gm5700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5702	0	1	4	4	1	3	5	0	0	2	2	0	0	7	0	11	4	7	1	7	5	8	6	3	6	3	2	5
Gm5703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5705	0	1	0	0	0	0	1	0	1	0	0	3	5	4	3	0	0	0	1	1	3	0	0	0	0	0	0	0
Gm5706	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5709	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5710	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4.605	0	0	0	0	1	0	0
Gm572	4	20	18	14	25	21	18	33	53	29	36	37	57	25	19	26	8	31	20	60	79	36	35	41	18	25	25	66
Gm5721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Gm5725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5732	0	0	0	0	0	2	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Gm5733	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5741	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	5
Gm5742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5746	16	5	31	3	19	20	11	27	23	38	21	13	2	24	24	15	8	46	34	33	19	9	17	53	35	23	28	24
Gm5751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Gm5752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5754	0	1.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.007	0	0	0	0	0	0	0	0	0	0	0
Gm5755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Gm5759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5760	0	1	0	0	0	0	0	0	0	0	0	0	1.103	0	2	0	0	0	2.001	0	1	0	0	0	0	0	2.001	0
Gm5761	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Gm5763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5764	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5766	1	0	2	1	4	4.002	0	1	0	0	0	1.001	0	0	3	0	0	0	0	0	4	4	0	0	0	0	0	0
Gm5771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5776	13.058	19.441	0	0	0	0	0	0	40.36	0	41.738	0	0	22.991	18.287	28.482	0	0	0	11.118	17.113	0	0	22.208	0	10.63	0	0
Gm5777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Gm5778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.003	0	0	1.002	0	0	0	1.001	0	1.001
Gm5784	45.823	60.447	31.679	41.332	23	22.164	48	17	50.659	46	18.531	24.206	39	51.766	58.832	40.998	43.488	13	21.891	44.617	60	42.846	22	34.06	31	32.853	28	32.963
Gm5786	0	0	2.597	0	0	1.167	0	1.142	3.728	0	0	0	2.411	3.715	0	2.359	1.174	0	0	13.176	1.203	0	5.074	2.396	1.146	8.415	0	4.181
Gm5787	0	5.132	0	0	1.013	0	0	1.01	0	1.012	0	0	0	1.012	0	0	0	0	1.01	0	1.872	0	0	0	0	0	0	0
Gm5792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5795	0	0	0	6.149	0	0	0	0	0	0	0	0	1.154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5796	3.375	10.225	17.309	7.5	0	0	0	1.478	3.432	12.314	3.189	0	2.649	7.196	0	0	0	0	6.377	0	0	0	0	6.169	0	0	0	0
Gm5797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5803	0	0	0	0	1.083	0	0	0	0	0	0	0	2.207	0	1.076	0	0	2.187	0	5.609	0	0	1.104	0	0	0	0	0
Gm5805	2.174	2.23	0	0	1.045	0	0	0	0	0	0	0	0	0	2.144	0	0	0	1.075	0	0	0	0	0	0	4.391	0	0
Gm5806	0	0	0	0	0	0	0	0	0	0	0	0	9.607	4.235	1.401	0	0	1.39	0	0	1.268	1.214	0	14.119	0	0	0	1.26
Gm5808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5812	192.443	110.451	104.613	78.969	105.551	55.712	135.272	45.199	181.605	158.791	67.651	34.589	40.871	154.049	123.409	73.675	114.529	104.122	85.519	59.436	127.637	38.221	39.176	63.609	63.803	118.251	89.435	25.869
Gm5814	0	1.09	1.093	0	0	0	0	0	1.127	0	1.091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.067
Gm5815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5819	4.301	0	0	0	0	9.005	0	0	14.75	3.631	0	0	0	0	0	4.843	0	1.146	0	0	0	2.663	0	0	0	0	0	0
Gm5822	9.073	8.055	9.08	0	6.049	9.092	0	2.012	3.017	7.05	17.297	7.066	0	9.073	5.037	5.031	8.065	7.976	13.118	8.044	4.037	3.021	12.103	3.03	12.097	14.13	7.06	3.307
Gm5828	2.128	2.113	5.442	0	0	1.036	1.047	2.124	0	0	0	0	0	0	0	0	1.044	0	0	0	2.164	0	0	0	0	0	0	0
Gm5829	0	0	0	0	0	0	0	0	5.264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5830	0	0	0	0	1.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5832	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Gm5834	18.396	48.021	28.702	18.491	6.749	13.115	2.005	0	7.082	15.241	12.11	3.867	21.864	19.554	18.211	7.986	24.906	5.472	4.013	12.574	3.011	11.997	2.033	5.873	4.593	16.177	0	12.012
Gm5835	1.053	0	0	0	0	0	0	0	0	0	0	0	1.045	1.043	0	0	0	0	0	0	1.052	0	0	0	0	0	0	0
Gm5839	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5843	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5844	1.202	2.72	0	1.226	0	0	1.219	0	0	1.228	0	0	2.607	0	0	0	0	0	0	2.571	0	0	0	0	0	0	0	0
Gm5849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Gm5859	37.121	98.943	75.329	82.272	17.061	40.706	13.951	4.412	14.279	23.631	9.738	19.521	30.139	35.614	66.404	57.984	71.343	27.912	22.323	12.744	23.289	25.346	3.388	18.552	5.456	23.548	0	38.091
Gm5860	5.694	24.279	103.29	58.902	45.375	41.959	36.373	77.902	140.237	76.593	69.698	36.492	47.718	48.431	21.046	52.55	38.549	49.501	81.291	47.99	144.054	22.999	99.734	37.59	77.767	24.767	59.056	75.712
Gm5861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.143	0	0	0	5	0	0	0	0	0	0	0	0
Gm5863	4.025	1.026	6.453	0	1.003	9.069	3.018	0	5.861	2.011	1.004	1.004	1.035	2.012	3.182	3.154	2.405	5.033	8.02	2.009	4.024	2.011	1.004	0	1.004	0	0	0
Gm5866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5867	0	0	0	0	0	0	0	0	0	0	0	1.106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5873	0	1.051	0	0	0	2.032	0	0	0	0	1.041	0	5.264	0	0	1.157	0	0	0	0	0	0	0	4.428	2.081	0	0	0
Gm5874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.459	0
Gm5879	0	4.683	0	3.903	0	1.382	0	0	1.423	0	0	0	0	1.382	1.407	0	3.083	0	0	0	0	0	1.379	0	1.339	0	0	0
Gm5883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.007	0	0	0	0	0	0	0	0
Gm5884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Gm5896	0	0	1.294	0	2.053	1.022	0	0	0	0	4.329	0	0	0	1.037	0	0	0	0	0	0	0	0	0	1.017	0	0	0
Gm5898	0	0	0	21.048	0	0	0	0	17.604	1.837	0	0	6.539	13.15	1.946	0	0	0	0	0	8.063	4.932	0	0	8.331	31.255	0	1.882
Gm5899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5903	0	0	3.877	0	0	0	0	11.587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.111	0	0	0	0	0	0	0	0	0	1.153	0
Gm5912	0	0	0	0	0	0	0	0	1.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5913	0	0	0	0	0	1.283	0	2.489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.522	0	0	0	6.998
Gm5914	1.53	7.914	4.06	4.443	0	2.094	0	0	0	1.064	0	2.561	4.479	1.088	1.075	7.78	8.153	0	0	0	0	4.152	1.469	11	0	0	0	13
Gm5915	2.029	5.083	4.096	2.045	8.124	6.119	3.055	7.158	7.644	6.144	9.212	6.104	10.151	13.339	10.131	0	2.029	12.271	3.072	3.833	10.237	10.222	2.02	11.095	17.661	11.315	17.544	11.236
Gm5916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5921	1.125	0	0	0	0	0	1.103	0	0	1.115	0	0	0	0	0	3.533	2.384	0	0	0	0	0	2.334	0	0	0	0	1.109
Gm5924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5931	0	0	0	0	0	0	0	2.217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.584	0
Gm5934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5936	0	0	3	0	1	0	0	0	0	2.609	0	0	4	0	0	0	2	0	0	0	2	0	0	0	0	0	3	0
Gm5937	3.812	0	0	0	0	0	0	3.724	0	0	0	0	1.226	0	0	1.28	1.23	0	0	0	0	0	0	0	6.287	0	0	0
Gm5938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5939	0	0	0	0	3.174	1.029	0	0	0	0	2.163	0	0	0	0	0	0	1.029	0	0	0	0	0	0	0	0	0	0
Gm5940	0	0	0	9.858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5942	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5944	2.087	0	0	1.03	0	0	1.242	1.022	1.027	3.121	1.068	1.106	2.417	0	0	1.03	0	1.323	1.036	0	2.115	5.525	4.594	0	0	1.193	0	0
Gm5946	1.021	0	0	0	0	0	0	0	1.022	1.009	0	2.067	0	0	0	0	0	0	0	0	1.011	0	1.016	0	0	1.02	0	1.023
Gm5947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm5960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5970	24	44	23	29	41	77	44	3	49	38	24	42	71.096	44	51	12	25	8	16	46	18	8	6	9	28	24	17	17
Gm5973	4	0	0	2	0	0	1	0	6	0	1	2	0	1	0	0	2	1	0	8	2	4	2	2	4	3	3	0
Gm5974	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5975	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5976	13.011	22.015	15.025	7.009	4.005	6.004	1	2.001	13.01	22.008	1.001	3.001	9.004	18.016	25.029	15.013	17.013	13.007	8.006	13.008	7.005	4.001	0	3.002	3.001	1	4.003	5.264
Gm5977	2.901	7.552	8.964	0	0	10.268	3.013	0	3.73	0	0	0	0	7	12	0	2	0	0	0	3.361	5	0	3.295	0	0	0	5.007
Gm5989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.002	0	0	0	0	0	0	0	0	0
Gm6024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6030	5.088	1.019	4.106	5.078	0	1.011	0	2.047	0	2.052	0	0	0	2.035	3.063	0	0	1.021	2.048	1.013	0	0	3.049	0	1.012	5.171	4.123	0
Gm6031	3	2	0	2	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6034	2.381	0	0	3.421	1.095	1.108	1.203	0	0	1.09	2.141	0	5.423	0	4	1.095	5.782	0	1.036	6.554	2.741	1.334	0	2.171	0	0	4.226	16.556
Gm6038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6039	16.51	3.625	14.211	0	4.168	1.633	0	7.546	5.497	10.257	6.609	4.049	19.636	3.815	0	2.128	0	1.654	1.74	12.322	4.309	0	0	0	0	4.369	0	1.579
Gm6040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
